time,nwm_predicted,reference_time,usgs_observed
2023-04-16 13:00:00+00:00,12.449999721720816,2023-04-16 12:00:00,16.848523722240003
2023-04-16 14:00:00+00:00,12.049999730661511,2023-04-16 12:00:00,
2023-04-16 15:00:00+00:00,11.219999749213455,2023-04-16 12:00:00,16.537038409728
2023-04-16 16:00:00+00:00,10.179999772459269,2023-04-16 12:00:00,
2023-04-16 17:00:00+00:00,8.86999980174005,2023-04-16 12:00:00,16.338820483584
2023-04-16 18:00:00+00:00,7.869999824091792,2023-04-16 12:00:00,
2023-04-16 19:00:00+00:00,7.179999839514494,2023-04-16 12:00:00,17.811296506368002
2023-04-16 20:00:00+00:00,6.7599998489022255,2023-04-16 12:00:00,
2023-04-16 21:00:00+00:00,6.459999855607748,2023-04-16 12:00:00,21.039417017856003
2023-04-16 22:00:00+00:00,6.229999860748649,2023-04-16 12:00:00,
2023-04-16 23:00:00+00:00,6.149999862536788,2023-04-16 12:00:00,22.596843580416003
2023-04-17 00:00:00+00:00,6.189999861642718,2023-04-16 12:00:00,
2023-04-17 01:00:00+00:00,6.189999861642718,2023-04-16 12:00:00,21.265951790592
2023-04-17 02:00:00+00:00,6.269999859854579,2023-04-16 12:00:00,
2023-04-17 03:00:00+00:00,6.439999856054783,2023-04-16 12:00:00,19.963376847360003
2023-04-17 04:00:00+00:00,6.769999848678708,2023-04-16 12:00:00,
2023-04-17 05:00:00+00:00,7.099999841302633,2023-04-16 12:00:00,18.632485057536
2023-04-17 06:00:00+00:00,7.439999833703041,2023-04-16 12:00:00,
2023-04-17 07:00:00+00:00,7.929999822750688,2023-04-16 12:00:00,17.811296506368002
2023-04-17 08:00:00+00:00,8.269999815151095,2023-04-16 12:00:00,
2023-04-17 09:00:00+00:00,8.32999981380999,2023-04-16 12:00:00,17.075058494976002
2023-04-17 10:00:00+00:00,8.239999815821648,2023-04-16 12:00:00,
2023-04-17 11:00:00+00:00,8.109999818727374,2023-04-16 12:00:00,16.621988949504
2023-04-17 12:00:00+00:00,7.9799998216331005,2023-04-16 12:00:00,
2023-04-17 13:00:00+00:00,7.93999982252717,2023-04-16 12:00:00,15.970701477888005
2023-04-17 14:00:00+00:00,7.889999823644757,2023-04-16 12:00:00,
2023-04-17 15:00:00+00:00,7.879999823868275,2023-04-16 12:00:00,15.489315085824002
2023-04-17 16:00:00+00:00,8.469999810680747,2023-04-16 12:00:00,
2023-04-17 17:00:00+00:00,8.879999801516533,2023-04-16 12:00:00,15.064562386944004
2023-04-17 18:00:00+00:00,8.859999801963568,2023-04-16 12:00:00,
2023-04-17 19:00:00+00:00,8.86999980174005,2023-04-16 12:00:00,14.838027614208002
